urdu,roman
جیتے جی موت کے تم منہ میں نہ جانا ہرگز دوستو دل نہ لگانا نہ لگانا ہرگز عشق بھی تاک میں بیٹھا ہے نظر بازوں کی دیکھنا شیر سے انکھیں نہ لڑانا ہرگز ہاتھ ملنے نہ ہوں پیری میں اگر حسرت سے تو جوانی میں نہ یہ روگ بسانا ہرگز جتنے رستے تھے ترے ہو گئے ویراں اے عشق ا کے ویرانوں میں اب گھر نہ بسانا ہرگز کوچ سب کر گئے دلی سے ترے قدر شناس قدر یاں رہ کے اب اپنی نہ گنوانا ہرگز تذکرہ دہلی مرحوم کا اے دوست نہ چھیڑ نہ سنا جائے گا ہم سے یہ فسانہ ہرگز ڈھونڈتا ہے دل شوریدہ بہانے مطرب دردانگیز غزل کوئی نہ گانا ہرگز صحبتیں اگلی مصور ہمیں یاد ائیں گی کوئی دلچسپ مرقع نہ دکھانا ہرگز لے کے داغ ائے گا سینے پہ بہت اے سیاح دیکھ اس شہر کے کھنڈروں میں نہ جانا ہرگز چپے چپے پہ ہیں یاں گوہر یکتا تہ خاک دفن ہوگا کہیں اتنا نہ خزانہ ہرگز مٹ گئے تیرے مٹانے کے نشاں بھی اب تو اے فلک اس سے زیادہ نہ مٹانا ہرگز وہ تو بھولے تھے ہمیں ہم بھی انہیں بھول گئے ایسا بدلا ہے نہ بدلے گا زمانہ ہرگز ہم کو گر تو نے رلایا تو رلایا اے چرخ ہم پہ غیروں کو تو ظالم نہ ہنسانا ہرگز اخری دور میں بھی تجھ کو قسم ہے ساقی بھر کے اک جام نہ پیاسوں کو پلانا ہرگز بخت سوئے ہیں بہت جاگ کے اے دور زماں نہ ابھی نیند کے ماتوں کو جگانا ہرگز کبھی اے علم و ہنر گھر تھا تمہارا دلی ہم کو بھولے ہو تو گھر بھول نہ جانا ہرگز شاعری مر چکی اب زندہ نہ ہوگی یارو یاد کر کر کے اسے جی نہ کڑھانا ہرگز غالبؔ و شیفتہؔ و نیرؔ و ازردہؔ و ذوقؔ اب دکھائے گا یہ شکلیں نہ زمانا ہرگز مومنؔ و علویؔ و صہبائیؔ و ممنوںؔ کے بعد شعر کا نام نہ لے گا کوئی دانا ہرگز کر دیا مر کے یگانوں نے یگانہ ہم کو ورنہ یاں کوئی نہ تھا ہم میں یگانہ ہرگز داغؔ و مجروحؔ کو سن لو کہ پھر اس گلشن میں نہ سنے گا کوئی بلبل کا ترانہ ہرگز رات اخر ہوئی اور بزم ہوئی زیر و زبر اب نہ دیکھو گے کبھی لطف شبانہ ہرگز بزم ماتم تو نہیں بزم سخن ہے حالیؔ یاں مناسب نہیں رو رو کے رلانا ہرگز,jiite j maut ke tum mu h me na jaan hargiz dosto dil na lag n na lag n hargiz ishq bh taak me baith hai nazar b zo k dekhn sher se khe na la n hargiz haath malne na ho piir me agar hasrat se to jav n me na ye rog bas n hargiz jitne raste the tire ho ga.e v r ai ishq aa ke v r no me ab ghar na bas n hargiz kuuch sab kar ga.e dill se tire qadr shan s qadr yaa rah ke ab apn na ga v n hargiz tazkira dehli e marh m k ai dost na chhe na sun j .eg ham se ye fas na hargiz dh dt hai dil e shor da bah ne mutrib dard a gez hazal ko na gaan hargiz sohbate agl musavvir hame yaad .e g ko dilchasp muraqq na dikh n hargiz le ke daa h aa.eg siine pe bahut ai sayy h dekh is shahr ke kha daro me na jaan hargiz chappe chappe pe hai yaa gauhar e yakt tah e h k dafn hog kah itn na haz na hargiz mit ga.e tere mit ne ke nish bh ab to ai falak is se ziy da na mit n hargiz vo to bh le the hame ham bh unhe bhuul ga.e ais badl hai na badleg zam na hargiz ham ko gar t ne rul y to rul y ai char h ham pe hairo ko to z lim na ha s n hargiz hir daur me bh tujh ko qasam hai saaq bhar ke ik jaam na py so ko pil n hargiz ba ht so.e hai bahut jaag ke ai daur e zam na abh niind ke m to ko jag n hargiz kabh ai ilm o hunar ghar th tumh r dill ham ko bh le ho to ghar bhuul na jaan hargiz sh .ir mar chuk ab zinda na hog yaaro yaad kar kar ke use j na ku h n hargiz ' h lib' o 'shefta' o 'nayyar' o ' zurda' o 'zauq' ab dikh .eg ye shakle na zam n hargiz 'momin' o 'alv ' o 'sahb . ' o 'mamn ' ke baad sher k naam na leg ko daan hargiz kar diy mar ke yag no ne yag na ham ko varna yaa ko na th ham me yag na hargiz 'd h' o 'majr h' ko sun lo ki phir is gulshan me na suneg ko bulbul k tar na hargiz raat hir hu aur bazm hu zer o zabar ab na dekhoge kabh lutf e shab na hargiz bazm e m tam to nah bazm e su han hai 'h l ' yaa mun sib nah ro ro ke rul n hargiz
وصل کا اس کے دل زار تمنائی ہے نہ ملاقات ہے جس سے نہ شناسائی ہے قطع امید نے دل کر دیے یکسو صد شکر شکل مدت میں یہ اللہ نے دکھلائی ہے قوت دست خدائی ہے شکیبائی میں وقت جب ا کے پڑا ہے یہی کام ائی ہے ڈر نہیں غیر کا جو کچھ ہے سو اپنا ڈر ہے ہم نے جب کھائی ہے اپنے ہی سے زک کھائی ہے نشہ میں چور نہ ہوں جھانجھ میں مخمور نہ ہوں پند یہ پیر خرابات نے فرمائی ہے نظر اتی نہیں اب دل میں تمنا کوئی بعد مدت کے تمنا مری بر ائی ہے بات سچی کہی اور انگلیاں اٹھیں سب کی سچ میں حالیؔ کوئی رسوائی سی رسوائی ہے,vasl k us ke dil e z r tamann . hai na mul q t hai jis se na shan s . hai qat.a umm d ne dil kar diye yaks sad shukr shakl muddat me ye all h ne dikhl . hai quvvat e dast e hud . hai shakeb . me vaqt jab aa ke pa hai yah kaam aa. hai dar nah hair k jo kuchh hai so apn dar hai ham ne jab khaa. hai apne h se zak khaa. hai nashe me chuur na ho jh jh me ma hm r na ho pand ye p r e har b t ne farm . hai nazar aat nah ab dil me tamann ko baad muddat ke tamann mir bar aa. hai baat sachch kah aur u gliy utth sab k sach me 'h l ' ko rusv . s rusv . hai
رنج اور رنج بھی تنہائی کا وقت پہنچا مری رسوائی کا عمر شاید نہ کرے اج وفا کاٹنا ہے شب تنہائی کا تم نے کیوں وصل میں پہلو بدلا کس کو دعویٰ ہے شکیبائی کا ایک دن راہ پہ جا پہنچے ہم شوق تھا بادیہ پیمائی کا اس سے نادان ہی بن کر ملیے کچھ اجارہ نہیں دانائی کا سات پردوں میں نہیں ٹھہرتی انکھ حوصلہ کیا ہے تماشائی کا درمیاں پائے نظر ہے جب تک ہم کو دعویٰ نہیں بینائی کا کچھ تو ہے قدر تماشائی کی ہے جو یہ شوق خود ارائی کا اس کو چھوڑا تو ہے لیکن اے دل مجھ کو ڈر ہے تری خود رائی کا بزم دشمن میں نہ جی سے اترا پوچھنا کیا تری زیبائی کا یہی انجام تھا اے فصل خزاں گل و بلبل کی شناسائی کا مدد اے جذبۂ توفیق کہ یاں ہو چکا کام توانائی کا محتسب عذر بہت ہیں لیکن اذن ہم کو نہیں گویائی کا ہوں گے حالیؔ سے بہت اوارہ گھر ابھی دور ہے رسوائی کا,ranj aur ranj bh tanh . k vaqt pahu ch mir rusv . k umr sh yad na kare aaj vaf k tn hai shab e tanh . k tum ne kyuu vasl me pahl badl kis ko da.av hai shakeb . k ek din raah pe j pahu che ham shauq th b diya paim . k us se n d n h ban kar miliye kuchh ij ra nah d n . k saat pardo me nah thahart aa kh hausla ky hai tam sh . k darmiy p e nazar hai jab tak ham ko da.av nah b n . k kuchh to hai qadr tam sh . k hai jo ye shauq hud r . k us ko chho to hai lekin ai dil mujh ko dar hai tir hud r . k bazm e dushman me na j se utr p chhn ky tir zeb . k yah anj m th ai fasl e hiz gul o bulbul k shan s . k madad ai jazba e tauf q ki yaa ho chuk kaam tav n . k mohtasib uzr bahut hai lekin izn ham ko nah goy . k ho ge 'h l ' se bahut v ra ghar abh duur hai rusv . k
خوبیاں اپنے میں گو بے انتہا پاتے ہیں ہم پر ہر اک خوبی میں داغ اک عیب کا پاتے ہیں ہم خوف کا کوئی نشاں ظاہر نہیں افعال میں گو کہ دل میں متصل خوف خدا پاتے ہیں ہم کرتے ہیں طاعت تو کچھ خواہاں نمائش کے نہیں پر گنہ چھپ چھپ کے کرنے میں مزا پاتے ہیں ہم دیدہ و دل کو خیانت سے نہیں رکھ سکتے باز گرچہ دست و پا کو اکثر بے خطا پاتے ہیں ہم دل میں درد عشق نے مدت سے کر رکھا ہے گھر پر اسے الودۂ حرص و ہوا پاتے ہیں ہم ہو کے نادم جرم سے پھر جرم کرتے ہیں وہی جرم سے گو اپ کو نادم سدا پاتے ہیں ہم ہیں فدا ان دوستوں پر جن میں ہو صدق و صفا پر بہت کم اپ میں صدق و صفا پاتے ہیں ہم گو کسی کو اپ سے ہونے نہیں دیتے خفا اک جہاں سے اپ کو لیکن خفا پاتے ہیں ہم جانتے اپنے سوا سب کو ہیں بے مہر و وفا اپنے میں گر شمۂ مہر و وفا پاتے ہیں ہم بخل سے منسوب کرتے ہیں زمانہ کو سدا گر کبھی توفیق ایثار و عطا پاتے ہیں ہم ہو اگر مقصد میں ناکامی تو کر سکتے ہیں صبر درد خودکامی کو لیکن بے دوا پاتے ہیں ہم ٹھہرتے جاتے ہیں جتنے چشم عالم میں بھلے حال نفس دوں کا اتنا ہی برا پاتے ہیں ہم جس قدر جھک جھک کے ملتے ہیں بزرگ و خورد سے کبر و ناز اتنا ہی اپنے میں سوا پاتے ہیں ہم گو بھلائی کرکے ہم جنسوں سے خوش ہوتا ہے جی تہہ نشیں اس میں مگر درد ریا پاتے ہیں ہم ہے ردائے نیک نامی دوش پر اپنے مگر داغ رسوائی کے کچھ زیر ردا پاتے ہیں ہم راہ کے طالب ہیں پر بے راہ پڑتے ہیں قدم دیکھیے کیا ڈھونڈھتے ہیں اور کیا پاتے ہیں ہم نور کے ہم نے گلے دیکھے ہیں اے حالیؔ مگر رنگ کچھ تیری الاپوں میں نیا پاتے ہیں ہم,h biy apne me go be intih paate hai ham par har ik h b me daa h ik aib k paate hai ham hauf k ko nish z hir nah afa. l me go ki dil me muttasil hauf e hud paate hai ham karte hai taa.at to kuchh hv h num .ish ke nah par gunah chhup chhup ke karne me maz paate hai ham diida o dil ko hay nat se nah rakh sakte baaz garche dast o p ko aksar be hat paate hai ham dil me dard e ishq ne muddat se kar rakkh hai ghar par use l da e hirs o hav paate hai ham ho ke n dim jurm se phir jurm karte hai vah jurm se go aap ko n dim sad paate hai ham hai fid un dosto par jin me ho sidq o saf par bahut kam aap me sidq o saf paate hai ham go kis ko aap se hone nah dete haf ik jah se aap ko lekin haf paate hai ham j nte apne siv sab ko hai be mehr o vaf apne me gar shamma e mehr o vaf paate hai ham bu hl se mans b karte hai zam ne ko sad gar kabh tauf q e s r o at paate hai ham ho agar maqsad me n k m to kar sakte hai sabr dard e hud k m ko lekin be dav paate hai ham thaharte jaate hai jitne chashm e lam me bhale haal nafs e d k utn h bur paate hai ham jis qadar jhuk jhuk ke milte hai buzurg o hurd se kibr o naaz utn h apne me siv paate hai ham go bhal . karke ham jinso se hush hot hai j tah nash us me magar durd e riy paate hai ham hai rid e nek n m dosh par apne magar daa h rusv . ke kuchh zer e rid paate hai ham raah ke t lib hai par be r h pa te hai qadam dekhiye ky dh dhte hai aur ky paate hai ham nuur ke ham ne gale dekhe hai ai 'h l ' magar ra g kuchh ter al po me nay paate hai ham
کر کے بیمار دی دوا تو نے جان سے پہلے دل لیا تو نے رہرو تشنہ لب نہ گھبرانا اب لیا چشمۂ بقا تو نے شیخ جب دل ہی دیر میں نہ لگا ا کے مسجد سے کیا لیا تو نے دور ہو اے دل مال اندیش کھو دیا عمر کا مزا تو نے ایک بیگانہ وار کر کے نگاہ کیا کیا چشم اشنا تو نے دل و دیں کھو کے ائے تھے سوئے دیر یاں بھی سب کچھ دیا خدا تو نے خوش ہے امید خلد پر حالیؔ کوئی پوچھے کہ کیا کیا تو نے,kar ke b m r d dav t ne jaan se pahle dil liy t ne rah rav e tishna lab na ghabr n ab liy chashma e baq t ne shai h jab dil h dair me na lag aa ke masjid se ky liy t ne duur ho ai dil e ma. l andesh kho diy umr k maz t ne ek beg na vaar kar ke nig h ky kiy chashm e shn t ne dil o dii kho ke aa.e the s e dair yaa bh sab kuchh diy hud t ne hush hai umm d e huld par 'h l ' ko p chhe ki ky kiy t ne
میں تو میں غیر کو مرنے سے اب انکار نہیں اک قیامت ہے ترے ہاتھ میں تلوار نہیں کچھ پتا منزل مقصود کا پایا ہم نے جب یہ جانا کہ ہمیں طاقت رفتار نہیں چشم بد دور بہت پھرتے ہیں اغیار کے ساتھ غیرت عشق سے اب تک وہ خبردار نہیں ہو چکا ناز اٹھانے میں ہے گو کام تمام للہ الحمد کہ باہم کوئی تکرار نہیں مدتوں رشک نے اغیار سے ملنے نہ دیا دل نے اخر یہ دیا حکم کہ کچھ عار نہیں اصل مقصود کا ہر چیز میں ملتا ہے پتا ورنہ ہم اور کسی شے کے طلب گار نہیں بات جو دل میں چھپاتے نہیں بنتی حالیؔ سخت مشکل ہے کہ وہ قابل اظہار نہیں,mai to mai hair ko marne se ab ink r nah ik qay mat hai tire haath me talv r nah kuchh pat manzil e maqs d k paay ham ne jab ye jaan ki hame t qat e raft r nah chashm e bad d r bahut phirte hai a hy r ke saath hairat e ishq se ab tak vo habar d r nah ho chuk naaz uth ne me hai go kaam tam m lill hil hamd ki b ham ko takr r nah muddato rashk ne a hy r se milne na diy dil ne hir ye diy hukm ki kuchh aar nah asl maqs d k har chiiz me milt hai pat varna ham aur kis shai ke talabg r nah baat jo dil me chhup te nah bant 'h l ' sa ht mushkil hai ki vo q bil e iz.h r nah
اگے بڑھے نہ قصۂ عشق بتاں سے ہم سب کچھ کہا مگر نہ کھلے راز داں سے ہم اب بھاگتے ہیں سایۂ عشق بتاں سے ہم کچھ دل سے ہیں ڈرے ہوئے کچھ اسماں سے ہم ہنستے ہیں اس کے گریۂ بے اختیار پر بھولے ہیں بات کہہ کے کوئی راز داں سے ہم اب شوق سے بگڑ کے ہی باتیں کیا کرو کچھ پا گئے ہیں اپ کے طرز بیاں سے ہم جنت میں تو نہیں اگر یہ زخم تیغ عشق بدلیں گے تجھ کو زندگیٔ جاوداں سے ہم,aage ba he na qissa e ishq e but se ham sab kuchh kah magar na khule r zd se ham ab bh gte hai s ya e ishq e but se ham kuchh dil se hai dare hue kuchh sm se ham ha ste hai us ke girya e be i htiy r par bh le hai baat kah ke ko r zd se ham ab shauq se biga ke h b te kiy karo kuchh p ga.e hai aap ke tarz e bay se ham jannat me to nah agar ye za hm e te h e ishq badle ge tujh ko zindag e j ved se ham
اشارے کیا نگۂ ناز دل ربا کے چلے ستم کے تیر چلے نیمچے قضا کے چلے گنہ کا بوجھ جو گردن پہ ہم اٹھا کے چلے خدا کے اگے خجالت سے سر جھکا کے چلے طلب سے عار ہے اللہ سے فقیروں کو کہیں جو ہو گیا پھیرا صدا سنا کے چلے پکارے کہتی تھی حسرت سے نعش عاشق کی صنم کدھر کو ہمیں خاک میں ملا کے چلے مثال ماہیٔ بے اب موجیں تڑپا کیں حباب پھوٹ کے روئے جو تم نہا کے چلے مقام یوں ہوا اس کارگاہ دنیا میں کہ جیسے دن کو مسافر سرا میں آ کے چلے کسی کا دل نہ کیا ہم نے پائمال کبھی چلے جو راہ تو چیونٹی کو بھی بچا کے چلے ملا جنہیں انہیں افتادگی سے اوج ملا انہیں نے کھائی ہے ٹھوکر جو سر اٹھا کے چلے انیسؔ دم کا بھروسہ نہیں ٹھہر جاؤ چراغ لے کے کہاں سامنے ہوا کے چلے,ish re ky nigah e n z e dil rub ke chale sitam ke tiir chale n mche qaz ke chale gunah k bojh jo gardan pe ham uth ke chale hud ke aage haj lat se sar jhuk ke chale talab se aar hai all h se faq ro ko kah jo ho gay pher sad sun ke chale puk re kaht th hasrat se na.ash shiq k sanam kidhar ko hame haak me mil ke chale mis l e m h e be b mauje ta p kii hab b phuut ke ro.e jo tum nah ke chale maq m yuu hu is k r g h e duniy me ki jaise din ko mus fir sar me aa ke chale kis k dil na kiy ham ne p .em l kabh chale jo raah to chy t ko bh bach ke chale mil jinhe unhe uft dg se auj mil unh ne khaa. hai thokar jo sar uth ke chale 'an s' dam k bharosa nah thahar jaao char h le ke kah s mne hav ke chale
کوئی انیس کوئی اشنا نہیں رکھتے کسی کی اس بغیر از خدا نہیں رکھتے کسی کو کیا ہو دلوں کی شکستگی کی خبر کہ ٹوٹنے میں یہ شیشے صدا نہیں رکھتے فقیر دوست جو ہو ہم کو سرفراز کرے کچھ اور فرش بجز بوریا نہیں رکھتے مسافرو شب اول بہت ہے تیرہ و تار چراغ قبر ابھی سے جلا نہیں رکھتے وہ لوگ کون سے ہیں اے خدائے کون و مکاں سخن سے کان کو جو اشنا نہیں رکھتے مسافران عدم کا پتہ ملے کیونکر وہ یوں گئے کہ کہیں نقش پا نہیں رکھتے تپ دروں غم فرقت ورم پیادہ روی مرض تو اتنے ہیں اور کچھ دوا نہیں رکھتے کھلے گا حال انہیں جب کہ انکھ بند ہوئی جو لوگ الفت مشکل کشا نہیں رکھتے جہاں کی لذت و خواہش سے ہے بشر کا خمیر وہ کون ہیں کہ جو حرص و ہوا نہیں رکھتے انیسؔ بیچ کے جاں اپنی ہند سے نکلو جو توشۂ سفر کربلا نہیں رکھتے,ko aniis ko shn nah rakhte kis k aas ba hair az hud nah rakhte kis ko ky ho dilo k shikastag k habar ki t tne me ye sh she sad nah rakhte faq r dost jo ho ham ko sarfar z kare kuchh aur farsh ba juz boriy nah rakhte mus firo shab e avval bahut hai tiira o taar char h e qabr abh se jal nah rakhte vo log kaun se hai ai hud e kaun o mak su han se kaan ko jo shn nah rakhte mus fir n e adam k pata mile ky kar vo yuu ga.e ki kah naqsh e p nah rakhte tap e dar ham e furqat varam e pay da rav maraz to itne hai aur kuchh dav nah rakhte khuleg haal unhe jab ki aa kh band hu jo log ulfat e mushkil kush nah rakhte jah k lazzat o hv hish se hai bashar k ham r vo kaun hai ki jo hirs o hav nah rakhte 'an s' bech ke jaa apn hind se niklo jo tosha e safar e karbal nah rakhte
سدا ہے فکر ترقی بلند بینوں کو ہم اسمان سے لائے ہیں ان زمینوں کو پڑھیں درود نہ کیوں دیکھ کر حسینوں کو خیال صنعت صانع ہے پاک بینوں کو کمال فقر بھی شایاں ہے پاک بینوں کو یہ خاک تخت ہے ہم بوریا نشینوں کو لحد میں سوئے ہیں چھوڑا ہے شہ نشینوں کو قضا کہاں سے کہاں لے گئی مکینوں کو یہ جھریاں نہیں ہاتھوں پہ ضعف پیری نے چنا ہے جامۂ اصلی کی استینوں کو لگا رہا ہوں مضامین نو کے پھر انبار خبر کرو مرے خرمن کے خوشہ چینوں کو بھلا تردد بے جا سے ان میں کیا حاصل اٹھا چکے ہیں زمیندار جن زمینوں کو انہیں کو اج نہیں بیٹھنے کی جا ملتی معاف کرتے تھے جو لوگ کل زمینوں کو یہ زائروں کو ملیں سرفرازیاں ورنہ کہاں نصیب کہ چومیں ملک جبینوں کو سجایا ہم نے مضامیں کے تازہ پھولوں سے بسا دیا ہے ان اجڑی ہوئی زمینوں کو لحد بھی دیکھیے ان میں نصیب ہو کہ نہ ہو کہ خاک چھان کے پایا ہے جن زمینوں کو زوال طاقت و موئے سپید و ضعف بصر انہیں سے پائے بشر موت کے قرینوں کو نہیں خبر انہیں مٹی میں اپنے ملنے کی زمیں میں گاڑ کے بیٹھے ہیں جو دفینوں کو خبر نہیں انہیں کیا بندوبست پختہ کی جو غصب کرنے لگے غیر کی زمینوں کو جہاں سے اٹھ گئے جو لوگ پھر نہیں ملتے کہاں سے ڈھونڈ کے اب لائیں ہم نشینوں کو نظر میں پھرتی ہے وہ تیرگی و تنہائی لحد کی خاک ہے سرمہ مال بینوں کو خیال خاطر احباب چاہیئے ہر دم انیسؔ ٹھیس نہ لگ جائے ابگینوں کو,sad hai fikr e taraqq buland b no ko ham sm n se laa.e hai in zam no ko pa he dur d na kyuu dekh kar has no ko hay l e san.at e s ne hai p k b no ko kam l e faqr bh sh y hai p k b no ko ye haak ta ht hai ham boriy nash no ko lahad me so.e hai chho hai shah nash no ko qaz kah se kah le ga. mak no ko ye jhurriy nah h tho pe zo.af e p r ne chun hai j ma e asl k st no ko lag rah huu maz m n e nau ke phir amb r habar karo mire hirman ke hosha ch no ko bhal taraddud e bej se un me ky h sil uth chuke hai zam d r jin zam no ko unh ko aaj nah baithne k j milt muaaf karte the jo log kal zam no ko ye z .iro ko mil sarfar ziy varna kah nas b ki ch me malak jab no ko saj y ham ne maz m ke taaza ph lo se bas diy hai in uj hu zam no ko lahad bh dekhiye in me nas b ho ki na ho ki haak chh n ke paay hai jin zam no ko zav l e t qat o m e sap d o zof e basar inh se paa.e bashar maut ke qar no ko nah habar unhe mitt me apne milne k zam me gaa ke baithe hai jo daf no ko habar nah unhe ky badobast e pu hta k jo hasb karne lage hair k zam no ko jah se uth ga.e jo log phir nah milte kah se dh d ke ab laa.e ham nash no ko nazar me phirt hai vo t rg o tanh . lahad k haak hai surma ma. l ba no ko hay l e h tir e ahb b ch hiye har dam 'an s' thes na lag jaa.e bg no ko
